neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,distance_to_sol_km,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,host_experience_months,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,amenities_count,has_license_info,has_wifi,has_air_conditioning,has_kitchen,has_washer,has_workspace,has_parking,has_pool,has_elevator,has_balcony_or_patio,price_numeric
Embajadores,Centro,40.41008,-3.70655,0.8023803295477533,Room in hostel,Hotel room,2,1.0,1.0,2.0,1.0,1125.0,f,2.0,t,t,94.0,2,0,0,0,11,0,0,1,0,0,0,0,0,1,0,107.0
Embajadores,Centro,40.40932157004346,-3.704486221825447,0.8503726740295569,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,f,38.0,t,t,76.0,38,33,5,0,23,1,1,0,1,1,0,1,0,1,0,76.94
Embajadores,Centro,40.40745,-3.70129,1.0733648130598887,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,1.0,1125.0,f,38.0,t,t,76.0,38,33,5,0,21,1,1,1,1,1,0,1,0,0,0,126.0
Embajadores,Centro,40.40744199514424,-3.698852024785072,1.1303456624220385,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,365.0,f,4.0,t,t,40.0,2,2,0,0,42,0,1,1,1,1,1,0,0,1,0,102.71
Embajadores,Centro,40.41309,-3.70461,0.4363913128726214,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,365.0,t,1.0,t,t,23.0,1,1,0,0,34,1,1,1,1,1,1,0,0,1,0,148.0
Goya,Salamanca,40.42305,-3.6776,2.304286477620005,Entire rental unit,Entire home/apt,6,2.5,3.0,3.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,33,1,1,1,1,1,1,0,0,1,1,157.15
Embajadores,Centro,40.409182042326336,-3.699616355819695,0.9265407126240609,Private room in rental unit,Private room,1,1.0,2.0,1.0,2.0,365.0,t,1.0,t,t,40.0,1,0,1,0,16,1,1,0,1,0,0,0,0,0,0,50.5
Embajadores,Centro,40.40647,-3.70066,1.1907002689310677,Tiny home,Entire home/apt,1,1.0,,1.0,1.0,1125.0,t,1.0,t,t,135.0,1,1,0,0,41,0,1,1,1,0,1,1,0,0,1,190.0
Embajadores,Centro,40.40937423706055,-3.693152904510498,1.2212877213496403,Private room in rental unit,Private room,1,1.0,2.0,1.0,5.0,30.0,t,1.0,t,t,136.0,1,0,1,0,34,1,1,1,0,0,0,1,0,1,0,88.0
Embajadores,Centro,40.41027,-3.70129,0.7672378271497617,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,5.0,1125.0,f,1.0,t,t,135.0,1,1,0,0,26,0,1,0,1,0,0,1,0,0,1,154.2
Embajadores,Centro,40.41063272210842,-3.7050032663179455,0.7111875629214,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1.0,60.0,f,1.0,t,t,136.0,1,1,0,0,32,0,1,0,1,0,0,1,0,0,1,108.5
Embajadores,Centro,40.41232,-3.70068,0.5704740600270806,Entire rental unit,Entire home/apt,8,2.0,3.0,6.0,1.0,365.0,f,1.0,t,t,25.0,1,1,0,0,6,1,1,1,1,1,0,0,0,1,0,241.0
Embajadores,Centro,40.40659,-3.70416,1.151809150615198,Entire rental unit,Entire home/apt,2,,1.0,,2.0,365.0,f,1.0,t,t,78.0,1,1,0,0,8,1,1,1,1,1,1,0,0,0,0,162.5
Embajadores,Centro,40.4065,-3.70035,1.1932351907760317,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,1.0,1125.0,t,1.0,t,t,133.0,1,1,0,0,29,1,1,0,1,1,1,0,0,1,0,251.6
Embajadores,Centro,40.40957,-3.70401,0.8202060238781794,Entire rental unit,Entire home/apt,2,1.0,,1.0,1.0,1125.0,f,1.0,t,t,94.0,1,1,0,0,29,1,1,0,1,1,0,1,0,0,0,219.75
Embajadores,Centro,40.40925,-3.7049,0.8620354232095574,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,365.0,t,6.0,t,t,16.0,6,5,1,0,45,1,1,0,1,1,1,1,0,0,0,159.0
Embajadores,Centro,40.40872,-3.70705,0.9593008020474607,Private room in rental unit,Private room,4,1.0,1.0,1.0,1.0,365.0,t,6.0,t,t,16.0,6,5,1,0,34,1,1,1,1,1,1,1,0,0,1,171.18
Embajadores,Centro,40.40906910070059,-3.7065081137079257,0.9089471569844574,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,t,6.0,t,t,16.0,6,5,1,0,41,1,1,0,1,1,1,1,0,0,0,246.0
Embajadores,Centro,40.40993,-3.70126,0.8044670038696341,Entire rental unit,Entire home/apt,8,1.0,1.0,4.0,1.0,1125.0,f,1.0,t,t,71.0,1,1,0,0,14,0,1,1,1,1,0,0,0,1,0,377.0
Embajadores,Centro,40.41181,-3.70282,0.5743375262787326,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,4.0,1125.0,f,1.0,t,t,94.0,1,1,0,0,22,1,1,1,1,1,0,0,0,0,0,179.75
Embajadores,Centro,40.40872797224566,-3.709089916818842,1.0242379442991623,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,2.0,365.0,f,87.0,t,t,136.0,87,87,0,0,42,1,1,1,1,1,1,1,0,1,0,272.0
Embajadores,Centro,40.40879,-3.70949,1.033968937811461,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,2.0,365.0,f,87.0,t,t,136.0,87,87,0,0,42,1,1,1,1,1,1,1,0,1,0,271.5
Embajadores,Centro,40.41043,-3.70902,0.8566121006528875,Entire loft,Entire home/apt,2,1.0,,1.0,2.0,365.0,f,87.0,t,t,136.0,87,87,0,0,43,1,1,1,1,1,1,1,0,1,1,201.0
Embajadores,Centro,40.4089045603216,-3.699203728720746,0.9682495524786037,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,365.0,f,87.0,t,t,136.0,87,87,0,0,41,1,1,1,1,1,0,1,0,1,0,161.5
Embajadores,Centro,40.41267,-3.70613,0.5205316458662022,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,2.0,365.0,f,87.0,t,t,136.0,87,87,0,0,45,1,1,1,1,1,1,1,0,1,0,429.5
Embajadores,Centro,40.409012356545794,-3.708758817820257,0.983405927644909,Entire rental unit,Entire home/apt,2,,,1.0,2.0,365.0,f,87.0,t,t,136.0,87,87,0,0,42,1,1,1,1,1,1,1,0,1,1,182.5
Embajadores,Centro,40.408681123787865,-3.709123495408882,1.0301700000106588,Entire rental unit,Entire home/apt,2,,,1.0,2.0,365.0,f,87.0,t,t,136.0,87,87,0,0,43,1,1,1,1,1,1,1,0,1,1,183.5
Embajadores,Centro,40.40904,-3.70904,0.9914628233532083,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,2.0,365.0,f,87.0,t,t,136.0,87,87,0,0,41,1,1,1,1,1,0,1,0,1,0,209.5
Embajadores,Centro,40.40866234278199,-3.710355433582426,1.0832085460651282,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,2.0,365.0,f,87.0,t,t,136.0,87,87,0,0,42,1,1,1,1,1,1,1,0,1,0,209.5
Embajadores,Centro,40.41131,-3.70554,0.646999834397537,Entire rental unit,Entire home/apt,10,3.0,4.0,6.0,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,21,1,1,1,1,1,0,0,0,0,1,347.5
Embajadores,Centro,40.41171,-3.70069,0.6319120811235872,Entire rental unit,Entire home/apt,10,3.0,3.0,5.0,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,27,1,1,0,1,1,0,1,0,0,0,716.5
Embajadores,Centro,40.40997,-3.70276,0.7783624181718598,Entire rental unit,Entire home/apt,4,2.5,2.0,2.0,2.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,34,1,1,0,1,1,1,0,0,1,0,316.0
Embajadores,Centro,40.40937,-3.70892,0.9542738768319999,Entire rental unit,Entire home/apt,4,2.0,1.0,3.0,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,36,1,1,1,1,1,0,0,0,1,1,165.55
Embajadores,Centro,40.41335422311164,-3.7049373661394767,0.41425347067678936,Entire rental unit,Entire home/apt,8,2.5,3.0,,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,31,1,1,1,1,1,0,0,0,0,0,516.5
Embajadores,Centro,40.41189,-3.70275,0.5662348797434399,Entire rental unit,Entire home/apt,5,1.5,2.0,3.0,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,32,1,1,1,1,1,0,0,0,1,1,260.0
Embajadores,Centro,40.41019,-3.70436,0.7532468190329646,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,26,1,1,1,1,1,0,0,0,0,1,195.7
Goya,Salamanca,40.42249,-3.67602,2.4157706306059636,Entire rental unit,Entire home/apt,6,2.5,3.0,3.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,33,1,1,1,1,1,1,0,0,1,1,148.15
Embajadores,Centro,40.40860915733825,-3.709279775760772,1.0433310493250705,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,31,1,1,1,1,1,0,0,0,0,0,211.0
Embajadores,Centro,40.40922119614239,-3.698618481102332,0.9566880181983451,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,32,1,1,0,1,1,0,0,0,1,0,128.0
Embajadores,Centro,40.40849,-3.69934,1.006744057405845,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,32,1,1,1,1,1,0,0,0,1,0,199.75
Embajadores,Centro,40.40802,-3.70399,0.9923803793006295,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,32,1,1,1,1,1,1,0,0,0,0,118.5
Embajadores,Centro,40.408,-3.70466,0.9980495598944621,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,34,1,1,1,1,1,1,0,0,1,1,435.5
Embajadores,Centro,40.40934,-3.7064,0.877472084907253,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,21,1,1,1,1,1,0,0,0,0,1,262.5
Embajadores,Centro,40.41175,-3.70748,0.6636214449801373,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,1.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,32,1,1,1,1,1,1,0,0,1,0,362.65
Embajadores,Centro,40.4108934,-3.69961,0.7528199119049249,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,1125.0,f,261.0,t,t,121.0,87,82,5,0,52,1,1,1,1,1,1,0,0,1,0,133.95
Embajadores,Centro,40.4091138,-3.7047479,0.8755499568479707,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,3.0,10.0,t,2.0,t,t,20.0,2,2,0,0,32,1,1,0,1,1,0,0,0,0,0,121.25
Embajadores,Centro,40.4091138,-3.7047479,0.8755499568479707,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,3.0,10.0,t,2.0,t,t,20.0,2,2,0,0,33,1,1,1,1,1,0,0,0,0,0,120.33
Embajadores,Centro,40.41215,-3.70433,0.5361003820287755,Private room in rental unit,Private room,2,1.0,,1.0,3.0,1124.0,f,1.0,t,t,98.0,1,0,1,0,24,0,1,0,1,1,0,0,0,1,1,103.0
Embajadores,Centro,40.41107828699391,-3.703208649317671,0.6526778355839852,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,1125.0,t,1.0,t,t,36.0,1,1,0,0,30,0,1,1,1,1,1,0,0,0,0,97.0
Goya,Salamanca,40.4221,-3.67402,2.569802571810427,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,34,1,1,1,1,1,1,0,0,1,1,114.52
Embajadores,Centro,40.40733,-3.70576,1.0839760810560004,Entire rental unit,Entire home/apt,4,,2.0,2.0,1.0,731.0,f,1.0,t,t,90.0,1,1,0,0,34,1,1,0,1,1,0,0,0,0,0,209.0
Embajadores,Centro,40.40952,-3.70431,0.8271920501083055,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1.0,365.0,f,17.0,t,t,31.0,7,7,0,0,45,1,1,0,1,1,1,0,0,1,1,228.67
Embajadores,Centro,40.4081081,-3.7097812,1.1123968958395014,Entire loft,Entire home/apt,4,1.0,1.0,2.0,1.0,365.0,f,17.0,t,t,31.0,7,7,0,0,48,0,1,1,1,1,1,1,0,0,0,136.94
Embajadores,Centro,40.41152842768231,-3.702893150040184,0.6047921114801713,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,365.0,t,3.0,t,t,134.0,3,3,0,0,30,0,1,0,1,1,1,0,0,1,1,136.94
Embajadores,Centro,40.40875,-3.70359,0.910688023377241,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,t,3.0,t,t,134.0,3,3,0,0,39,0,1,0,1,1,1,0,0,0,1,103.47
Embajadores,Centro,40.41017,-3.69766,0.9057847452453158,Entire rental unit,Entire home/apt,2,1.0,,1.0,1.0,1125.0,f,30.0,t,t,119.0,29,29,0,0,36,1,1,0,1,1,1,1,0,1,0,92.5
Embajadores,Centro,40.4101,-3.69555,1.0218172210626544,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,30.0,t,t,119.0,29,29,0,0,37,1,1,1,1,1,1,1,0,1,1,124.0
Embajadores,Centro,40.40966,-3.69739,0.9657105451656235,Entire rental unit,Entire home/apt,2,1.0,,1.0,1.0,28.0,f,30.0,t,t,119.0,29,29,0,0,37,1,1,1,1,1,1,1,0,1,0,101.0
Embajadores,Centro,40.40939,-3.69898,0.9265264535830524,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,1125.0,f,30.0,t,t,119.0,29,29,0,0,28,1,1,1,1,1,0,1,0,0,0,163.0
Embajadores,Centro,40.41161,-3.6988,0.7190862784427489,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,2.0,1125.0,f,30.0,t,t,119.0,29,29,0,0,33,1,1,0,1,1,1,0,0,0,0,87.0
Embajadores,Centro,40.40829,-3.7025,0.9664161922182718,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,1125.0,f,30.0,t,t,119.0,29,29,0,0,32,1,1,1,1,1,1,0,0,0,0,93.5
Embajadores,Centro,40.40923,-3.70648,0.8910811739453658,Entire rental unit,Entire home/apt,1,1.0,,1.0,5.0,27.0,f,1.0,t,t,43.0,1,1,0,0,22,0,1,1,1,1,0,0,0,0,0,232.8
Embajadores,Centro,40.41124700138929,-3.703491733399512,0.6331117423757686,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,3.0,365.0,f,1.0,t,t,113.0,1,1,0,0,6,0,1,1,1,1,1,0,0,0,0,232.33
Embajadores,Centro,40.41197,-3.69943,0.6562338190828817,Private room in rental unit,Private room,2,2.0,,1.0,1.0,1125.0,t,2.0,t,t,134.0,2,0,2,0,51,1,1,0,1,1,1,0,0,1,1,112.0
Embajadores,Centro,40.41224670410156,-3.70042896270752,0.5872618748074381,Private room in rental unit,Private room,2,1.5,,1.0,1.0,365.0,t,2.0,t,t,134.0,2,0,2,0,46,1,1,0,1,1,1,0,0,1,1,106.0
Embajadores,Centro,40.4122263,-3.7038173,0.524433267200289,Entire rental unit,Entire home/apt,5,,2.0,2.0,2.0,999.0,f,74.0,t,t,124.0,74,74,0,0,25,1,1,1,1,1,0,0,0,1,0,153.0
Embajadores,Centro,40.4122263,-3.7038173,0.524433267200289,Entire rental unit,Entire home/apt,4,,1.0,1.0,3.0,999.0,f,74.0,t,t,124.0,74,74,0,0,25,1,1,1,1,1,0,0,0,1,0,144.33
Embajadores,Centro,40.4122263,-3.7038173,0.524433267200289,Entire rental unit,Entire home/apt,4,,1.0,2.0,3.0,999.0,f,74.0,t,t,124.0,74,74,0,0,25,1,1,1,1,1,0,0,0,1,0,140.0
Embajadores,Centro,40.4122263,-3.7038173,0.524433267200289,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,2.0,999.0,f,74.0,t,t,124.0,74,74,0,0,25,1,1,1,1,1,0,0,0,1,0,140.0
Embajadores,Centro,40.4122263,-3.7038173,0.524433267200289,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,999.0,f,74.0,t,t,124.0,74,74,0,0,25,1,1,1,1,1,0,0,0,1,0,128.0
Embajadores,Centro,40.4122263,-3.7038173,0.524433267200289,Entire rental unit,Entire home/apt,4,,1.0,2.0,2.0,999.0,f,74.0,t,t,124.0,74,74,0,0,25,1,1,1,1,1,0,0,0,1,0,128.0
Embajadores,Centro,40.4122263,-3.7038173,0.524433267200289,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,2.0,999.0,f,74.0,t,t,124.0,74,74,0,0,24,1,1,1,1,1,0,0,0,0,0,128.0
Embajadores,Centro,40.4122263,-3.7038173,0.524433267200289,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,999.0,f,74.0,t,t,124.0,74,74,0,0,25,1,1,1,1,1,0,0,0,1,0,127.67
Embajadores,Centro,40.4122263,-3.7038173,0.524433267200289,Entire rental unit,Entire home/apt,4,,1.0,2.0,2.0,999.0,f,74.0,t,t,124.0,74,74,0,0,25,1,1,1,1,1,0,0,0,1,0,136.0
Embajadores,Centro,40.4122263,-3.7038173,0.524433267200289,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,999.0,f,74.0,t,t,124.0,74,74,0,0,25,1,1,1,1,1,0,0,0,1,0,348.0
Embajadores,Centro,40.41262,-3.70333,0.48094662534397226,Entire condo,Entire home/apt,4,1.0,2.0,3.0,1.0,1125.0,f,16.0,t,t,133.0,4,4,0,0,26,0,1,1,1,1,1,1,0,0,1,175.0
Embajadores,Centro,40.40929,-3.705,0.8587428515590543,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,3.0,1125.0,t,1.0,t,t,113.0,1,1,0,0,33,1,1,1,1,1,1,0,0,0,1,120.73
Embajadores,Centro,40.4112991,-3.6993624,0.7230125782705463,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,1.0,30.0,f,2.0,t,t,4.0,2,2,0,0,20,1,1,1,1,1,0,0,0,0,0,215.68
Embajadores,Centro,40.4112991,-3.6993624,0.7230125782705463,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,365.0,f,2.0,t,t,4.0,2,2,0,0,37,1,1,0,1,1,1,1,0,1,0,172.32
Embajadores,Centro,40.4079533,-3.699808,1.0498405065244818,Entire rental unit,Entire home/apt,5,2.0,3.0,4.0,20.0,360.0,t,3.0,t,t,120.0,3,3,0,0,22,1,1,1,1,1,0,0,0,1,0,128.53
Embajadores,Centro,40.4130825,-3.7036335,0.4289390434737293,Entire place,Entire home/apt,9,3.0,4.0,5.0,2.0,1125.0,f,1.0,t,t,43.0,1,1,0,0,56,1,1,0,1,1,1,1,0,0,1,667.0
Goya,Salamanca,40.42316242342305,-3.6773543352920193,2.327849781963341,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,34,1,1,1,1,1,1,0,0,1,0,107.71
Embajadores,Centro,40.40926,-3.7073,0.9093260843937027,Private room in rental unit,Private room,2,1.0,,1.0,5.0,1125.0,t,1.0,t,t,120.0,1,0,1,0,28,1,1,0,0,1,0,1,0,0,1,98.2
Embajadores,Centro,40.4094016904833,-3.694743841631196,1.1251953312452396,Entire rental unit,Entire home/apt,2,1.0,,1.0,1.0,330.0,t,1.0,t,t,35.0,1,1,0,0,31,1,1,1,1,1,1,1,0,0,0,80.0
Embajadores,Centro,40.41054956778361,-3.699568212581926,0.7886824301038343,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,365.0,f,1.0,t,t,129.0,1,1,0,0,32,1,1,1,0,0,1,1,0,0,0,183.0
Embajadores,Centro,40.4092027,-3.7074591,0.9199969175391294,Entire rental unit,Entire home/apt,10,4.5,4.0,7.0,1.0,365.0,t,1.0,t,t,61.0,1,1,0,0,36,1,1,0,1,1,0,1,0,0,0,766.0
Embajadores,Centro,40.40912,-3.69871,0.9634344733643828,Private room in rental unit,Private room,2,2.0,1.0,1.0,2.0,365.0,t,2.0,t,t,95.0,2,1,1,0,39,1,1,1,1,1,1,0,0,0,0,80.0
Embajadores,Centro,40.40959359382801,-3.700734045233812,0.8523984979981429,Entire rental unit,Entire home/apt,4,1.0,3.0,4.0,4.0,180.0,f,11.0,t,t,132.0,9,9,0,0,25,1,1,1,1,1,0,1,0,0,0,208.5
Embajadores,Centro,40.40904,-3.70295,0.8802153072692045,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,60.0,f,11.0,t,t,132.0,9,9,0,0,21,1,1,1,1,1,0,0,0,0,0,158.5
Embajadores,Centro,40.40965,-3.69669,1.0001635845457282,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,60.0,f,11.0,t,t,132.0,9,9,0,0,19,1,1,1,1,1,0,0,0,0,0,91.0
Embajadores,Centro,40.408537241343325,-3.707154262356605,0.9813460432414826,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,365.0,f,1.0,t,t,38.0,1,1,0,0,31,1,1,1,1,0,0,0,0,0,0,98.0
Embajadores,Centro,40.41075,-3.70629,0.7247295324638202,Private room in rental unit,Private room,2,1.0,,1.0,1.0,1125.0,f,5.0,t,t,129.0,5,0,5,0,39,0,1,0,1,1,1,1,0,1,0,58.0
Embajadores,Centro,40.40936,-3.70439,0.8454405405377203,Private room in rental unit,Private room,2,1.0,,1.0,1.0,1125.0,f,5.0,t,t,129.0,5,0,5,0,41,1,1,0,1,1,1,1,0,1,0,54.0
Embajadores,Centro,40.40968,-3.70606,0.8334971506784125,Private room in rental unit,Private room,2,1.0,,1.0,1.0,1125.0,f,5.0,t,t,129.0,5,0,5,0,41,1,1,0,1,1,1,0,0,1,0,54.0
Embajadores,Centro,40.41042,-3.70605,0.753846913846202,Private room in rental unit,Private room,2,1.0,,1.0,1.0,1125.0,f,5.0,t,t,129.0,5,0,5,0,32,1,1,1,1,1,1,0,0,1,0,45.0
Embajadores,Centro,40.40885,-3.70406,0.9003733629533434,Private room in rental unit,Private room,2,1.0,,1.0,1.0,1125.0,f,5.0,t,t,129.0,5,0,5,0,44,1,1,0,1,1,1,1,0,1,0,50.0
Embajadores,Centro,40.40703979645079,-3.702827426434861,1.1028444435966471,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,3.0,365.0,f,1.0,t,t,3.0,1,1,0,0,20,1,1,1,1,0,1,0,0,0,0,92.0
Embajadores,Centro,40.407612886,-3.701241638,1.0563332876929143,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,2.0,999.0,t,79.0,t,t,131.0,49,49,0,0,24,1,1,1,1,1,0,0,0,0,0,164.33
Embajadores,Centro,40.40845259609805,-3.707354937573237,0.9955912581871794,Entire rental unit,Entire home/apt,6,3.0,3.0,6.0,1.0,999.0,t,79.0,t,t,131.0,49,49,0,0,28,1,1,0,1,1,0,0,0,1,0,189.12
Embajadores,Centro,40.41253,-3.70056,0.554199749761682,Entire rental unit,Entire home/apt,8,3.0,4.0,6.0,2.0,999.0,t,79.0,t,t,131.0,49,49,0,0,26,1,1,1,1,1,0,0,0,1,0,449.67
Embajadores,Centro,40.408063,-3.7109869,1.1680707832712907,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,2.0,999.0,t,79.0,t,t,131.0,49,49,0,0,27,1,1,1,1,1,0,1,0,0,1,88.33
Embajadores,Centro,40.41025302,-3.701642538,0.761987042631454,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,999.0,t,79.0,t,t,131.0,49,49,0,0,26,1,1,1,1,1,0,0,0,1,0,106.5
Goya,Salamanca,40.42406720945078,-3.670625536484749,2.9025358986667764,Entire rental unit,Entire home/apt,6,,3.0,3.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,31,1,1,1,1,1,1,0,0,1,0,177.26
Embajadores,Centro,40.407363624,-3.703486221,1.0648959928948092,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,999.0,t,79.0,t,t,131.0,49,49,0,0,29,1,1,1,1,1,0,0,0,0,0,120.67
Embajadores,Centro,40.408302,-3.700412,0.9979333688699681,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,2.0,1125.0,t,1.0,t,t,61.0,1,1,0,0,30,1,1,1,1,1,0,0,0,0,1,229.0
Embajadores,Centro,40.41136,-3.69924,0.7223975197801921,Private room in rental unit,Private room,3,0.5,,2.0,1.0,1125.0,t,1.0,t,t,114.0,1,0,1,0,45,0,1,0,1,1,1,0,0,0,1,62.77
Embajadores,Centro,40.4088,-3.69695,1.0663899411301612,Entire serviced apartment,Entire home/apt,4,1.0,1.0,1.0,1.0,7.0,t,12.0,t,t,131.0,12,12,0,0,37,1,1,0,1,1,0,0,0,1,0,141.0
Embajadores,Centro,40.41095,-3.69695,0.8726716115140097,Entire serviced apartment,Entire home/apt,2,1.0,1.0,2.0,1.0,7.0,t,12.0,t,t,131.0,12,12,0,0,37,0,1,0,1,1,0,0,0,1,0,227.0
Embajadores,Centro,40.40884,-3.69675,1.071698300230563,Entire serviced apartment,Entire home/apt,5,2.0,3.0,4.0,1.0,7.0,t,12.0,t,t,131.0,12,12,0,0,39,1,1,0,1,1,0,0,0,1,1,256.0
Embajadores,Centro,40.41081,-3.69714,0.8744456125328856,Entire serviced apartment,Entire home/apt,3,1.0,2.0,2.0,1.0,7.0,t,12.0,t,t,131.0,12,12,0,0,41,1,1,1,1,1,0,1,0,1,0,353.0
Embajadores,Centro,40.41091,-3.69714,0.86580579829785,Entire serviced apartment,Entire home/apt,5,2.0,2.0,2.0,1.0,7.0,t,12.0,t,t,131.0,12,12,0,0,41,1,1,0,1,1,0,1,0,1,1,184.0
Embajadores,Centro,40.41037,-3.69724,0.9080449289252055,Entire serviced apartment,Entire home/apt,4,1.0,2.0,2.0,1.0,7.0,t,12.0,t,t,131.0,12,12,0,0,42,1,1,0,1,1,0,1,0,1,0,236.67
Embajadores,Centro,40.4105,-3.69701,0.9083034008190575,Entire condo,Entire home/apt,3,1.0,1.0,2.0,1.0,1125.0,f,1.0,t,t,44.0,1,1,0,0,35,1,1,0,1,1,0,1,0,1,0,190.33
Embajadores,Centro,40.41126,-3.70409,0.6328931794283978,Private room in hostel,Private room,3,1.5,1.0,2.0,1.0,8.0,t,6.0,t,t,128.0,6,0,4,2,50,1,1,0,1,1,1,1,0,0,1,106.0
Embajadores,Centro,40.41126,-3.70409,0.6328931794283978,Shared room in hostel,Shared room,1,1.0,1.0,4.0,1.0,8.0,t,6.0,t,t,128.0,6,0,4,2,39,1,1,0,1,1,1,1,0,0,1,31.0
Embajadores,Centro,40.41126,-3.70412,0.6330613344487851,Private room in hostel,Private room,2,1.5,1.0,1.0,1.0,8.0,t,6.0,t,t,128.0,6,0,4,2,50,1,1,0,1,1,1,1,0,0,1,128.0
Embajadores,Centro,40.41184,-3.70425,0.5696767117612269,Private room in hostel,Private room,2,1.5,1.0,2.0,1.0,8.0,t,6.0,t,t,128.0,6,0,4,2,49,1,1,0,1,1,1,1,0,0,1,62.0
